"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
174,"Confidential Interview","A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan",2006,1,6,4.99,180,13.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries}","'ancient':18 'astronaut':16 'cat':8 'confidenti':1 'find':14 'interview':2 'japan':19 'must':13 'reflect':5 'stun':4 'woman':11"
175,"Confused Candles","A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon",2006,1,3,2.99,122,27.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'candl':2 'cat':8 'confront':15 'confus':1 'epistl':5 'forens':11 'must':14 'pioneer':17 'psychologist':12 'stun':4"
177,"Connecticut Tramp","A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank",2006,1,4,4.99,172,20.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'connecticut':1 'cow':12 'crocodil':8 'dentist':17 'drama':5 'mad':11 'must':14 'reach':15 'shark':20 'tank':21 'tramp':2 'unbeliev':4"
179,"Conquerer Nuts","A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft",2006,1,4,4.99,173,14.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'conquer':1 'drama':5 'escap':15 'mad':8 'man':12 'mine':21 'must':14 'nut':2 'pioneer':17 'scientist':9 'shaft':22 'taut':4"
180,"Conspiracy Spirit","A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft",2006,1,4,2.99,184,27.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':21 'awe':5 'awe-inspir':4 'conquer':16 'conspiraci':1 'crocodil':18 'frisbe':13 'inspir':6 'mine':22 'must':15 'shaft':23 'spirit':2 'stori':7 'student':10"
181,"Contact Anonymous","A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India",2006,1,7,2.99,166,10.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries}","'administr':18 'ancient':20 'anonym':2 'contact':1 'databas':17 'display':5 'face':15 'india':21 'insight':4 'monkey':12 'must':14 'shark':9"
182,"Control Anthem","A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery",2006,1,7,4.99,185,9.99,"G","2013-05-26 14:50:58.951","{Commentaries}","'anthem':2 'battl':14 'cat':16 'control':1 'documentari':5 'fate':4 'monasteri':19 'must':13 'robot':8 'student':11"
185,"Cowboy Doom","A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon",2006,1,3,2.99,146,10.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'baloon':19 'boy':8 'butler':16 'cowboy':1 'doom':2 'drama':5 'fight':14 'lumberjack':11 'must':13"
188,"Crazy Home","A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback",2006,1,7,2.99,136,24.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'administr':17 'boy':8 'crazi':1 'databas':16 'fanci':4 'home':2 'must':13 'outback':20 'panorama':5 'vanquish':14 'woman':11"
189,"Creatures Shakespeare","A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India",2006,1,3,0.99,139,23.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':18 'creatur':1 'crocodil':16 'drama':5 'emot':4 'india':19 'must':13 'shakespear':2 'squirrel':11 'vanquish':14 'woman':8"
190,"Creepers Kane","A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat",2006,1,5,4.99,172,23.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':13,22 'car':18 'creeper':1 'inspir':6 'jet':21 'kane':2 'must':15 'outrac':16 'reflect':7 'squirrel':10"
191,"Crooked Frogmen","A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park",2006,1,6,0.99,143,27.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'administr':12 'amus':21 'battl':15 'crocodil':17 'crook':1 'databas':11 'drama':5 'frogmen':2 'hunter':8 'must':14 'park':22 'unbeliev':4"
193,"Crossroads Casualties","A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback",2006,1,5,2.99,153,20.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':12 'battl':15 'casualti':2 'compos':17 'crossroad':1 'documentari':5 'intrepid':4 'must':14 'outback':20 'sumo':8 'wrestler':9"
198,"Crystal Breaking","A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan",2006,1,6,2.99,184,22.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':22 'break':2 'charact':7 'chef':20 'crystal':1 'explor':14 'face':17 'fast':5 'fast-pac':4 'feminist':11 'japan':23 'must':16 'pace':6 'pastri':19 'studi':8"
200,"Curtain Videotape","A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank",2006,1,7,0.99,133,27.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'bore':4 'chase':15 'cow':12 'curtain':1 'dentist':8 'mad':11 'must':14 'reflect':5 'secret':17 'shark':21 'tank':22 'videotap':2"
201,"Cyclone Family","A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention",2006,1,7,2.99,176,18.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'convent':20 'cyclon':1 'drama':5 'famili':2 'lacklustur':4 'monkey':11 'must':13 'mysql':19 'sink':14 'student':8 'woman':16"
202,"Daddy Pittsburgh","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico",2006,1,5,4.99,161,26.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'confront':15 'daddi':1 'epic':4 'explor':17 'gulf':20 'mexico':22 'must':14 'pittsburgh':2 'shark':9 'stori':5 'student':12"
206,"Dancing Fever","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank",2006,1,6,0.99,144,25.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'crocodil':17 'danc':1 'explor':8 'face':15 'fever':2 'forens':11 'must':14 'psychologist':12 'shark':20 'stori':5 'stun':4 'tank':21"
207,"Dangerous Uptown","A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California",2006,1,7,4.99,121,26.99,"PG","2013-05-26 14:50:58.951","{Commentaries}","'california':19 'danger':1 'dog':17 'mad':8 'must':14 'overcom':15 'scientist':9 'stori':5 'unbeliev':4 'uptown':2 'woman':12"
210,"Darko Dorado","A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans",2006,1,3,4.99,130,13.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'darko':1 'dog':16 'dorado':2 'frisbe':8 'husband':11 'must':13 'new':18 'orlean':19 'redeem':14 'reflect':5 'stun':4"
211,"Darling Breaking","A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico",2006,1,7,4.99,165,20.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astronaut':8 'break':2 'brilliant':4 'darl':1 'documentari':5 'gulf':19 'mexico':21 'must':13 'squirrel':11 'student':16 'succumb':14"
212,"Darn Forrester","A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat",2006,1,7,4.99,185,14.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':22 'darn':1 'explor':12 'fate':4 'forrest':2 'jet':21 'must':14 'shark':9 'stori':5 'succumb':15 'technic':17 'writer':18"
217,"Dazed Punk","A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park",2006,1,6,4.99,120,20.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'abandon':23 'action':5 'action-pack':4 'amus':24 'daze':1 'discov':17 'forens':19 'must':16 'pack':6 'park':25 'pioneer':10 'psychologist':20 'punk':2 'stori':7 'technic':13 'writer':14"
218,"Deceiver Betrayed","A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India",2006,1,7,0.99,122,22.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'betray':2 'build':14 'deceiv':1 'husband':16 'india':19 'moos':8 'must':13 'squirrel':11 'stori':5 'taut':4"
228,"Detective Vision","A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan",2006,1,4,0.99,143,16.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':18 'detect':1 'documentari':5 'fanci':4 'hunter':16 'japan':19 'must':13 'pioneer':8 'redeem':14 'vision':2 'woman':11"
232,"Dirty Ace","A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback",2006,1,7,2.99,147,29.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ace':2 'action':5 'action-pack':4 'build':18 'charact':7 'dentist':20 'dirti':1 'forens':11 'girl':15 'must':17 'outback':23 'pack':6 'psychologist':12 'studi':8"
233,"Disciple Mother","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank",2006,1,3,0.99,141,17.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'boat':12 'discipl':1 'face':15 'mad':8 'moos':17 'mother':2 'must':14 'reflect':5 'scientist':9 'shark':20 'tank':21 'touch':4"
239,"Dogma Family","A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans",2006,1,5,4.99,122,16.99,"G","2013-05-26 14:50:58.951","{Commentaries}","'administr':10 'astronaut':18 'brilliant':4 'charact':5 'databas':9 'dogma':1 'famili':2 'monkey':13 'must':15 'new':20 'orlean':21 'studi':6 'succumb':16"
240,"Dolls Rage","A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback",2006,1,7,2.99,120,10.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'display':5 'doll':1 'escap':14 'frisbe':11 'must':13 'outback':19 'pioneer':8 'rage':2 'teacher':16 'thrill':4"
241,"Donnie Alley","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006,1,4,0.99,125,20.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'alley':2 'ancient':20 'awe':5 'awe-inspir':4 'butler':10 'donni':1 'frisbe':13 'inspir':6 'japan':21 'must':15 'tale':7 'teacher':18 'vanquish':16"
244,"Dorado Notting","A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California",2006,1,5,4.99,139,26.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries}","'action':5 'action-pack':4 'california':22 'dorado':1 'frisbe':20 'meet':18 'must':17 'not':2 'pack':6 'shark':15 'sumo':10 'tale':7 'wrestler':11"
245,"Double Wrath","A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,1,4,0.99,177,28.99,"R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'challeng':14 'dog':11 'doubl':1 'gulf':19 'madman':16 'mexico':21 'must':13 'thought':4 'woman':8 'wrath':2 'yarn':5"
246,"Doubtfire Labyrinth","A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert",2006,1,5,4.99,154,16.99,"R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':8 'compos':11 'cow':17 'desert':21 'doubtfir':1 'intrepid':4 'labyrinth':2 'mad':16 'meet':14 'must':13 'panorama':5 'sahara':20"
248,"Dozen Lion","A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies",2006,1,6,4.99,177,20.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'canadian':19 'cat':8 'defeat':14 'dozen':1 'drama':5 'frisbe':16 'girl':11 'lion':2 'must':13 'rocki':20 'taut':4"
249,"Dracula Crystal","A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House",2006,1,7,0.99,176,26.99,"G","2013-05-26 14:50:58.951","{Commentaries}","'abandon':19 'cat':11 'crystal':2 'dracula':1 'feminist':8 'find':14 'frisbe':16 'fun':20 'hous':21 'must':13 'reflect':5 'thrill':4"
250,"Dragon Squad","A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China",2006,1,4,0.99,170,26.99,"NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'boy':8 'china':19 'dragon':1 'must':13 'outgun':14 'reflect':5 'squad':2 'taut':4 'teacher':16 'waitress':11"
251,"Dragonfly Strangers","A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria",2006,1,6,4.99,133,19.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'bore':4 'documentari':5 'dragonfli':1 'man':11,16 'must':13 'nigeria':18 'pioneer':8 'stranger':2 'vanquish':14"
252,"Dream Pickup","A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico",2006,1,6,2.99,135,18.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'car':8 'compos':11 'display':5 'dream':1 'epic':4 'forens':16 'gulf':20 'mexico':22 'must':13 'overcom':14 'pickup':2 'psychologist':17"
254,"Driver Annie","A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House",2006,1,4,2.99,159,11.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'anni':2 'boat':17 'butler':9 'car':12 'charact':5 'driver':1 'fun':21 'hous':22 'lacklustur':4 'must':14 'redeem':15 'studi':6"
255,"Driving Polish","A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft",2006,1,6,4.99,175,21.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':22 'action':5 'action-pack':4 'boat':19 'drive':1 'feminist':10 'mine':23 'must':16 'pack':6 'polish':2 'shaft':24 'sink':17 'technic':13 'writer':14 'yarn':7"
256,"Drop Waterfront","A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China",2006,1,6,4.99,178,20.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':18 'china':19 'documentari':5 'drop':1 'explor':11 'fanci':4 'husband':8 'madman':16 'must':13 'reach':14 'waterfront':2"
259,"Duck Racer","A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank",2006,1,4,2.99,116,15.99,"NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dog':16 'duck':1 'lacklustur':4 'must':13 'overcom':14 'racer':2 'shark':19 'squirrel':11 'tank':20 'teacher':8 'yarn':5"
260,"Dude Blindness","A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House",2006,1,3,4.99,132,9.99,"G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'blind':2 'dude':1 'face':14 'frisbe':16 'fun':20 'hous':21 'husband':8 'lumberjack':11 'must':13 'reflect':5 'stun':4"
261,"Duffel Apocalypse","A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention",2006,1,5,0.99,171,13.99,"G","2013-05-26 14:50:58.951","{Commentaries}","'apocalyps':2 'boat':8 'challeng':14 'convent':20 'display':5 'duffel':1 'emot':4 'explor':11 'madman':16 'must':13 'mysql':19"
262,"Dumbo Lust","A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico",2006,1,5,0.99,119,17.99,"NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'conquer':14 'dentist':11 'display':5 'dumbo':1 'feminist':8 'gulf':19 'husband':16 'lust':2 'mexico':21 'must':13 'touch':4"
263,"Durham Panky","A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft",2006,1,6,4.99,154,14.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':20 'boy':11 'brilliant':4 'durham':1 'face':14 'girl':8 'mad':16 'mine':21 'must':13 'panki':2 'panorama':5 'scientist':17 'shaft':22"
266,"Dynamite Tarzan","A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat",2006,1,4,0.99,141,27.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':23 'documentari':5 'dynamit':1 'explor':18 'face':16 'forens':8 'intrepid':4 'mad':12 'must':15 'psychologist':9 'scientist':13 'tarzan':2 'u':22 'u-boat':21"
267,"Eagles Panky","A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert",2006,1,4,4.99,140,14.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boy':11 'car':8 'desert':21 'eagl':1 'find':14 'must':13 'panki':2 'sahara':20 'shark':17 'stori':5 'thought':4"
271,"Easy Gladiator","A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India",2006,1,5,4.99,148,12.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'chef':17 'easi':1 'fate':4 'girl':11 'gladiat':2 'india':20 'monkey':8 'must':13 'overcom':14 'pastri':16 'stori':5"
272,"Edge Kissing","A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat",2006,1,5,4.99,153,9.99,"NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'beauti':4 'boat':22 'compos':8 'cow':12 'edg':1 'jet':21 'kiss':2 'mad':11,17 'must':14 'redeem':15 'scientist':18 'yarn':5"
277,"Elephant Trojan","A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon",2006,1,4,4.99,126,24.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'beauti':4 'eleph':1 'forens':11 'frisbe':17 'lumberjack':8 'must':14 'overcom':15 'panorama':5 'psychologist':12 'trojan':2"
278,"Elf Murder","A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft",2006,1,4,4.99,155,19.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':21 'action':5 'action-pack':4 'elf':1 'frisbe':10 'girl':18 'mine':22 'murder':2 'must':15 'pack':6 'reach':16 'shaft':23 'stori':7 'woman':13"
279,"Elizabeth Shane","A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan",2006,1,7,4.99,152,11.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'display':5 'dog':11 'elizabeth':1 'face':14 'japan':20 'lacklustur':4 'must':13 'shane':2 'sumo':16 'woman':8 'wrestler':17"
280,"Empire Malkovich","A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House",2006,1,7,0.99,177,26.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'abandon':19 'amaz':4 'car':16 'cat':11 'empir':1 'face':14 'feminist':8 'fun':20 'hous':21 'malkovich':2 'must':13 'stori':5"
281,"Encino Elf","A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon",2006,1,6,0.99,143,9.99,"G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astound':4 'baloon':19 'confront':14 'drama':5 'elf':2 'encino':1 'feminist':8 'husband':16 'must':13 'teacher':11"
286,"Enough Raging","A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert",2006,1,7,2.99,158,16.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries}","'agent':13 'astound':4 'boat':9 'charact':5 'cow':19 'desert':23 'enough':1 'find':16 'mad':18 'must':15 'rage':2 'sahara':22 'secret':12 'studi':6"
287,"Entrapment Satisfaction","A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat",2006,1,5,0.99,176,19.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'cow':17 'entrap':1 'hunter':8 'mad':16 'must':13 'panorama':5 'reach':14 'satisfact':2 'teacher':11 'thought':4 'u':21 'u-boat':20"
288,"Escape Metropolis","A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans",2006,1,7,2.99,167,20.99,"R","2013-05-26 14:50:58.951","{Trailers}","'astronaut':8 'boat':17 'escap':1 'metropoli':2 'must':14 'new':19 'orlean':20 'outgun':15 'taut':4 'technic':11 'writer':12 'yarn':5"
290,"Everyone Craft","A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria",2006,1,4,0.99,163,29.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'butler':16 'craft':2 'dentist':11 'display':5 'everyon':1 'fate':4 'must':13 'nigeria':18 'reach':14 'waitress':8"
291,"Evolution Alter","A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory",2006,1,5,0.99,174,10.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'alter':2 'baloon':20 'charact':5 'evolut':1 'explor':17 'factori':21 'fanci':4 'feminist':9 'find':15 'madman':12 'must':14 'studi':6"
293,"Exorcist Sting","A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin",2006,1,6,2.99,167,17.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'berlin':20 'conquer':15 'dog':8 'drama':5 'exorcist':1 'mad':17 'must':14 'scientist':18 'sting':2 'sumo':11 'touch':4 'wrestler':12"
294,"Expecations Natural","A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat",2006,1,5,4.99,138,26.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'amaz':4 'boat':22 'butler':8 'drama':5 'expec':1 'husband':11 'must':13 'natur':2 'reach':14 'shark':17 'u':21 'u-boat':20"
296,"Express Lonely","A Boring Drama of a Astronaut And a Boat who must Face a Boat in California",2006,1,5,2.99,178,23.99,"R","2013-05-26 14:50:58.951","{Trailers}","'astronaut':8 'boat':11,16 'bore':4 'california':18 'drama':5 'express':1 'face':14 'lone':2 'must':13"
297,"Extraordinary Conquerer","A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin",2006,1,6,2.99,122,29.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'berlin':19 'conquer':2 'dog':8 'extraordinari':1 'face':14 'feminist':11 'forens':16 'must':13 'psychologist':17 'stori':5 'stun':4"
298,"Eyes Driving","A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback",2006,1,4,2.99,172,13.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'cat':8 'drive':2 'explor':16 'eye':1 'fight':14 'must':13 'outback':19 'stori':5 'thrill':4 'waitress':11"
299,"Factory Dragon","A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert",2006,1,4,0.99,144,9.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'action':5 'action-pack':4 'desert':22 'dragon':2 'escap':16 'factori':1 'frisbe':13 'lumberjack':18 'must':15 'pack':6 'saga':7 'sahara':21 'teacher':10"
301,"Family Sweet","A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin",2006,1,4,0.99,155,24.99,"R","2013-05-26 14:50:58.951","{Trailers}","'berlin':18 'boy':11 'documentari':5 'epic':4 'escap':14 'famili':1 'must':13 'sweet':2 'teacher':8 'woman':16"
302,"Fantasia Park","A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia",2006,1,5,2.99,131,29.99,"G","2013-05-26 14:50:58.951","{Commentaries}","'australia':20 'documentari':5 'fantasia':1 'feminist':18 'mad':8 'must':15 'outrac':16 'park':2 'scientist':9 'shark':13 'thought':4"
304,"Fargo Gandhi","A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback",2006,1,3,2.99,130,28.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'chef':9 'crocodil':12 'fargo':1 'gandhi':2 'must':14 'outback':20 'pastri':8 'reach':15 'reflect':5 'teacher':17 'thrill':4"
308,"Ferris Mother","A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico",2006,1,3,2.99,142,13.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4"
310,"Fever Empire","A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico",2006,1,5,4.99,158,20.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boat':11,16 'cat':8 'defeat':14 'empir':2 'fever':1 'gulf':19 'insight':4 'mexico':21 'must':13 'panorama':5"
313,"Fidelity Devil","A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat",2006,1,5,4.99,118,11.99,"G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':25 'chef':20 'compos':14 'devil':2 'drama':7 'fidel':1 'inspir':6 'must':16 'pastri':19 'reach':17 'technic':10 'u':24 'u-boat':23 'writer':11"
315,"Finding Anaconda","A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans",2006,1,4,0.99,156,10.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'administr':9 'anaconda':2 'battl':15 'databas':8 'fate':4 'find':1 'girl':12 'must':14 'new':19 'orlean':20 'squirrel':17 'tale':5"
316,"Fire Wolves","A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria",2006,1,5,4.99,173,18.99,"R","2013-05-26 14:50:58.951","{Trailers}","'documentari':5 'dog':11 'fire':1 'frisbe':8 'intrepid':4 'lumberjack':16 'must':13 'nigeria':18 'outrac':14 'wolv':2"
317,"Fireball Philadelphia","A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft",2006,1,4,0.99,148,25.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5"
